AGUAFRESCA;1987;0;0
ALEJANDRIA;1988;0;0
ALTOANCHICAY;1989;0;0
AMAIME;1990;0;0
AMOYA;1991;0;0
AUT_ARGOCGNA;1992;0;0
AUT_ARGOYUMB;1993;0;0
AUT_REFICAR;1994;0;0
AUT_UNIBOL;1995;0;0
AUT_YAGUARIT;1996;0;0
BAJOANCHICAY;1997;0;0
BARRANQUILLA3;1998;0;0
BARRANQUILLA3_FO6;1999;0;0
BARRANQUILLA4;2000;0;0
BARRANQUILLA4_FO6;2001;0;0
BARROSO;2002;0;0
BETANIA;2003;0;0
BIOG_DJUANA;2004;0;0
BIOG-TEQUENDAMA;2005;0;0
C_LLERAS_R;2006;0;0
CALDERAS;2007;0;0
CALIMA;2008;0;0
CAMPOALEGRE;2009;0;0
CANA;2010;0;0
CANDELARIA1;2011;0;0
CANDELARIA1_FO2;2012;0;0
CANDELARIA2;2013;0;0
CANDELARIA2_FO2;2014;0;0
CARTAGENA1;2015;0;0
CARTAGENA1_FO6;2016;0;0
CARTAGENA2;2017;0;0
CARTAGENA2_FO6;2018;0;0
CARTAGENA3;1987;0;0
CARTAGENA3_FO6;1988;0;0
CARUQUIA;1989;0;0
CC_FLORES4;1990;0;0
CC_FLORES4_FO2;1991;0;0
celsia;1992;0;0
CHINCHINA;1993;0;0
CHIVOR;1994;0;0
CHUZA;1995;0;0
CIMARRON;1996;0;0
COG_COLTEJER;1997;0;0
COG_INCAUCA;1998;0;0
COG_INGSCARLOS;1999;0;0
COG_INGSCARLOS;2000;0;0
COG_MANUELIT;2001;0;0
COG_MAYAGUEZ;2002;0;0
COG_PROENCA ;2003;0;0
COG_PROVIDEN;2004;0;0
COG_RISARALD;2005;0;0
COMP_ESPINO;2006;0;0
CUCUANA;2007;0;0
DARIO_VALENC;2008;0;0
DE_SAN_FRAN;2009;0;0
DESV_RBLANCO;2010;0;0
DOLORES;2011;0;0
DS_SNMARCOS;2012;0;0
EL_QUIMBO;2013;0;0
ELMORRO1;2014;0;0
ELMORRO2;2015;0;0
ELPOPAL;2016;0;0
EMCALI;2017;0;0
EMCALI_FO2;2018;0;0
ESMERALDA;1987;0;0
ESTRELLA;1988;0;0
EXP_HID_1;1989;0;0
FLORES1;1990;0;0
FLORES1_FO2;1991;0;0
GUADALUPE_3;1992;0;0
GUADALUPE_4;1993;0;0
GUAJIRA1;1994;0;0
GUAJIRA1_CARBON;1995;0;0
GUAJIRA2;1996;0;0
GUAJIRA2_CARBON;1997;0;0
GUANAQUITAS;1998;0;0
GUARINO;1999;0;0
GUATAPE;2000;0;0
GUAVIO;2001;0;0
INSULA;2002;0;0
JAGUAS;2003;0;0
jaguey;2004;0;0
LA_GUACA;2005;0;0
LA_TASAJERA;2006;0;0
LAGUN-LIMON;2007;0;0
MANSO;2008;0;0
