COR-SUC,gecelca_car,2030,3.781428571
COR-SUC,gecelca_car,2035,4.011428571
COR-SUC,gecelca_car,2040,4.241428571
COR-SUC,gecelca_car,2045,4.471428571
CQR,termodorada_gas,2020,8.133626923
CQR,termodorada_gas,2025,10.87337025
CQR,termodorada_gas,2030,12.25737394
CQR,termodorada_gas,2035,13.55737394
CQR,termodorada_gas,2040,14.85737394
CQR,termodorada_gas,2045,16.15737394
CQR,termodorada_fo2,2020,21.85498336
CQR,termodorada_fo2,2025,22.15153139
CQR,termodorada_fo2,2030,25.36207691
CQR,termodorada_fo2,2035,26.16207691
CQR,termodorada_fo2,2040,26.96207691
CQR,termodorada_fo2,2045,27.76207691
CQR,NONE,2020,0
CQR,NONE,2025,0
CQR,NONE,2030,0
CQR,NONE,2035,0
CQR,NONE,2040,0
CQR,NONE,2045,0
GCM,guajira_gas,2020,6.061186441
GCM,guajira_gas,2025,8.684590164
GCM,guajira_gas,2030,9.888571429
GCM,guajira_gas,2035,10.90857143
GCM,guajira_gas,2040,11.92857143
GCM,guajira_gas,2045,12.94857143
GCM,guajira_car,2020,1.721016949
GCM,guajira_car,2025,1.909508197
GCM,guajira_car,2030,2.014761905
GCM,guajira_car,2035,2.134761905
GCM,guajira_car,2040,2.254761905
GCM,guajira_car,2045,2.374761905
GCM,NONE,2020,0
GCM,NONE,2025,0
GCM,NONE,2030,0
GCM,NONE,2035,0
GCM,NONE,2040,0
GCM,NONE,2045,0
GCM,flores_fo2,2020,18.17073789
GCM,flores_fo2,2025,17.72521917
GCM,flores_fo2,2030,18.74197181
GCM,flores_fo2,2035,18.94197181
GCM,flores_fo2,2040,19.14197181
GCM,flores_fo2,2045,19.34197181
HTC,barranquilla_gas,2020,5.912366753
HTC,barranquilla_gas,2025,8.368309657
HTC,barranquilla_gas,2030,9.572650992
HTC,barranquilla_gas,2035,10.67265099
HTC,barranquilla_gas,2040,11.77265099
HTC,barranquilla_gas,2045,12.87265099
HTC,NONE,2020,0
HTC,NONE,2025,0
HTC,NONE,2030,0
HTC,NONE,2035,0
HTC,NONE,2040,0
HTC,NONE,2045,0
MET-GUAV,NONE,2020,0
MET-GUAV,NONE,2025,0
MET-GUAV,NONE,2030,0
MET-GUAV,NONE,2035,0
MET-GUAV,NONE,2040,0
MET-GUAV,NONE,2045,0
MET-GUAV,termoyopal_gas,2020,3.979525424
MET-GUAV,termoyopal_gas,2025,6.391016393
MET-GUAV,termoyopal_gas,2030,8.351095238
MET-GUAV,termoyopal_gas,2035,10.05109524
MET-GUAV,termoyopal_gas,2040,11.75109524
MET-GUAV,termoyopal_gas,2045,13.45109524
NAR-PUT,NONE,2020,0
NAR-PUT,NONE,2025,0
NAR-PUT,NONE,2030,0
NAR-PUT,NONE,2035,0
NAR-PUT,NONE,2040,0
NAR-PUT,NONE,2045,0
NSANT,tasajero_car,2020,1.299855348
NSANT,tasajero_car,2025,1.444929827
NSANT,tasajero_car,2030,1.527829174
NSANT,tasajero_car,2035,1.627829174
NSANT,tasajero_car,2040,1.727829174
NSANT,tasajero_car,2045,1.827829174
SANT-ARA,merielectrica_gas,2020,7.395250867
SANT-ARA,merielectrica_gas,2025,10.44448586
SANT-ARA,merielectrica_gas,2030,11.63990466
SANT-ARA,merielectrica_gas,2035,12.73990466
SANT-ARA,merielectrica_gas,2040,13.83990466
SANT-ARA,merielectrica_gas,2045,14.93990466
SANT-ARA,NONE,2020,0
SANT-ARA,NONE,2025,0
SANT-ARA,NONE,2030,0
SANT-ARA,NONE,2035,0
SANT-ARA,NONE,2040,0
SANT-ARA,NONE,2045,0
SANT-ARA,termocentro_gas,2020,8.126558633
SANT-ARA,termocentro_gas,2025,10.90651605
SANT-ARA,termocentro_gas,2030,12.17946161
SANT-ARA,termocentro_gas,2035,13.27946161
SANT-ARA,termocentro_gas,2040,14.37946161
SANT-ARA,termocentro_gas,2045,15.47946161
SANT-ARA,termocentro_ja1,2020,21.68740962
SANT-ARA,termocentro_ja1,2025,21.9836488
SANT-ARA,termocentro_ja1,2030,25.19287805
SANT-ARA,termocentro_ja1,2035,25.69287805
SANT-ARA,termocentro_ja1,2040,26.19287805
SANT-ARA,termocentro_ja1,2045,26.69287805
VALLE,termovalle_gas,2020,8.110787537
VALLE,termovalle_gas,2025,8.288385316
VALLE,termovalle_gas,2030,9.42173854
VALLE,termovalle_gas,2035,10.02173854
VALLE,termovalle_gas,2040,10.62173854
VALLE,termovalle_gas,2045,11.22173854
VALLE,termovalle_cmp2,2020,18.92334947
VALLE,termovalle_cmp2,2025,18.47798234
VALLE,termovalle_cmp2,2030,19.49424772
VALLE,termovalle_cmp2,2035,20.09424772
VALLE,termovalle_cmp2,2040,20.69424772
VALLE,termovalle_cmp2,2045,21.29424772
VALLE,NONE,2020,0
VALLE,NONE,2025,0
VALLE,NONE,2030,0
VALLE,NONE,2035,0
VALLE,NONE,2040,0
VALLE,NONE,2045,0
